車両識別番号,車種名,閾値_AT異常,閾値_画面強調,閾値_Lv1,閾値_Lv2,閾値_Lv3
KNZ10004,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ10005,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ10006,グリッター・EB,23.9,25.2,25.9,27.9,
KNZTST1,DD,34.8,35.9,36.5,38.4,
KNZTST2,DD,34.8,35.9,36.5,38.4,
KNZTST3,DD,34.8,35.9,36.5,38.4,
MTE001,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE002,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE003,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE004,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE005,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE006,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE007,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE008,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE009,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE010,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE011,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE012,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE013,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE014,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE015,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE016,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE017,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE018,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE019,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE020,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE021,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE022,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE023,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE024,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE025,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE026,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE027,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE028,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE029,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE030,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE031,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE032,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE033,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE034,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE035,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE036,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE037,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE038,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE039,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE040,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE041,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE042,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE043,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE044,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE045,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE046,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE047,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE048,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE049,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE050,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE051,グリッター・EB,20.5,20.5,23.9,24.7,26.3
MTE052,グリッター・EB,20.5,20.5,23.9,24.7,26.3
NNI001,グリッター・EB,23.9,25.2,25.9,27.9,
NNI002,グリッター・EB,23.9,25.2,25.9,27.9,
NNI003,グリッター・EB,23.9,25.2,25.9,27.9,
NNI004,グリッター・EB,23.9,25.2,25.9,27.9,
NNI005,グリッター・EB,23.9,25.2,25.9,27.9,
NNI006,グリッター・EB,23.9,25.2,25.9,27.9,
NNI007,グリッター・EB,23.9,25.2,25.9,27.9,
NNI008,グリッター・EB,23.9,25.2,25.9,27.9,
NNI009,グリッター・EB,23.9,25.2,25.9,27.9,
NNI010,グリッター・EB,23.9,25.2,25.9,27.9,
NNI011,グリッター・EB,23.9,25.2,25.9,27.9,
NNI012,グリッター・EB,23.9,25.2,25.9,27.9,
NNI013,グリッター・EB,23.9,25.2,25.9,27.9,
NNI014,グリッター・EB,23.9,25.2,25.9,27.9,
NNI015,グリッター・EB,23.9,25.2,25.9,27.9,
NNI016,グリッター・EB,23.9,25.2,25.9,27.9,
NNI017,グリッター・EB,23.9,25.2,25.9,27.9,
NNI018,グリッター・EB,23.9,25.2,25.9,27.9,
NNI019,グリッター・EB,23.9,25.2,25.9,27.9,
NNI020,グリッター・EB,23.9,25.2,25.9,27.9,
NNI021,グリッター・EB,23.9,25.2,25.9,27.9,
NNI022,グリッター・EB,23.9,25.2,25.9,27.9,
NNI023,グリッター・EB,23.9,25.2,25.9,27.9,
NNI024,グリッター・EB,23.9,25.2,25.9,27.9,
NNI025,グリッター・EB,23.9,25.2,25.9,27.9,
NNI026,グリッター・EB,23.9,25.2,25.9,27.9,
NNI027,グリッター・EB,23.9,25.2,25.9,27.9,
NNI028,グリッター・EB,23.9,25.2,25.9,27.9,
NNI029,グリッター・EB,23.9,25.2,25.9,27.9,
NNI030,グリッター・EB,23.9,25.2,25.9,27.9,
NNI031,グリッター・EB,23.9,25.2,25.9,27.9,
NNI032,グリッター・EB,23.9,25.2,25.9,27.9,
NNI033,グリッター・EB,23.9,25.2,25.9,27.9,
NNI034,グリッター・EB,23.9,25.2,25.9,27.9,
NNI035,グリッター・EB,23.9,25.2,25.9,27.9,
NNI036,グリッター・EB,23.9,25.2,25.9,27.9,
NNI037,グリッター・EB,23.9,25.2,25.9,27.9,
NNI038,グリッター・EB,23.9,25.2,25.9,27.9,
NNI039,グリッター・EB,23.9,25.2,25.9,27.9,
NNI040,グリッター・EB,23.9,25.2,25.9,27.9,
NNI041,グリッター・EB,23.9,25.2,25.9,27.9,
NNI042,グリッター・EB,23.9,25.2,25.9,27.9,
NNI043,グリッター・EB,23.9,25.2,25.9,27.9,
NNI044,グリッター・EB,23.9,25.2,25.9,27.9,
NNI045,グリッター・EB,23.9,25.2,25.9,27.9,
NNI046,グリッター・EB,23.9,25.2,25.9,27.9,
NNI047,グリッター・EB,23.9,25.2,25.9,27.9,
NNI048,グリッター・EB,23.9,25.2,25.9,27.9,
NNI049,グリッター・EB,23.9,25.2,25.9,27.9,
NNI050,グリッター・EB,23.9,25.2,25.9,27.9,
TRG001,SW,20.5,20.5,23.9,24.7,26.3
TRG002,SW,20.5,20.5,23.9,24.7,26.3
TRG003,SW,20.5,20.5,23.9,24.7,26.3
TRG004,SW,20.5,20.5,23.9,24.7,26.3
TRG005,SW,20.5,20.5,23.9,24.7,26.3
TRG006,SW,20.5,20.5,23.9,24.7,26.3
TRG007,SW,20.5,20.5,23.9,24.7,26.3
TRG008,SW,20.5,20.5,23.9,24.7,26.3
TRG009,SW,20.5,20.5,23.9,24.7,26.3
TRG010,SW,20.5,20.5,23.9,24.7,26.3
TRG011,SW,20.5,20.5,23.9,24.7,26.3
TRG012,SW,20.5,20.5,23.9,24.7,26.3
TRG013,SW,20.5,20.5,23.9,24.7,26.3
TRG014,SW,20.5,20.5,23.9,24.7,26.3
TRG015,SW,20.5,20.5,23.9,24.7,26.3
TRG016,SW,20.5,20.5,23.9,24.7,26.3
TRG017,SW,20.5,20.5,23.9,24.7,26.3
TRG018,SW,20.5,20.5,23.9,24.7,26.3
TRG019,SW,20.5,20.5,23.9,24.7,26.3
TRG020,SW,20.5,20.5,23.9,24.7,26.3
TRG021,SW,20.5,20.5,23.9,24.7,26.3
TRG022,SW,20.5,20.5,23.9,24.7,26.3
TRG023,SW,20.5,20.5,23.9,24.7,26.3
TRG024,SW,20.5,20.5,23.9,24.7,26.3
TRG025,SW,20.5,20.5,23.9,24.7,26.3
TRG026,SW,20.5,20.5,23.9,24.7,26.3
TRG027,SW,20.5,20.5,23.9,24.7,26.3
TRG028,SW,20.5,20.5,23.9,24.7,26.3
TRG029,SW,20.5,20.5,23.9,24.7,26.3
TRG030,SW,20.5,20.5,23.9,24.7,26.3
TRG031,SW,20.5,20.5,23.9,24.7,26.3
TRG032,SW,20.5,20.5,23.9,24.7,26.3
TRG033,SW,20.5,20.5,23.9,24.7,26.3
TRG034,SW,20.5,20.5,23.9,24.7,26.3
TRG035,SW,20.5,20.5,23.9,24.7,26.3
TRG036,SW,20.5,20.5,23.9,24.7,26.3
TRG037,SW,20.5,20.5,23.9,24.7,26.3
TRG038,SW,20.5,20.5,23.9,24.7,26.3
TRG039,SW,20.5,20.5,23.9,24.7,26.3
TRG040,SW,20.5,20.5,23.9,24.7,26.3
TRG041,SW,20.5,20.5,23.9,24.7,26.3
TRG042,SW,20.5,20.5,23.9,24.7,26.3
TRG043,SW,20.5,20.5,23.9,24.7,26.3
TRG044,SW,20.5,20.5,23.9,24.7,26.3
TRG045,SW,20.5,20.5,23.9,24.7,26.3
TRG046,SW,20.5,20.5,23.9,24.7,26.3
TRG047,SW,20.5,20.5,23.9,24.7,26.3
TRG048,SW,20.5,20.5,23.9,24.7,26.3
TRG049,SW,20.5,20.5,23.9,24.7,26.3
TRG050,SW,20.5,20.5,23.9,24.7,26.3
TRG051,SW,20.5,20.5,23.9,24.7,26.3
TRG052,SW,20.5,20.5,23.9,24.7,26.3
TRG053,SW,20.5,20.5,23.9,24.7,26.3
TRG054,SW,20.5,20.5,23.9,24.7,26.3
TRG055,SW,20.5,20.5,23.9,24.7,26.3
TRG056,SW,20.5,20.5,23.9,24.7,26.3
TRG057,SW,20.5,20.5,23.9,24.7,26.3
TRG058,SW,20.5,20.5,23.9,24.7,26.3
TRG059,SW,20.5,20.5,23.9,24.7,26.3
TRG060,SW,20.5,20.5,23.9,24.7,26.3
TRG061,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG062,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG063,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG064,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG065,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG066,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG067,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG068,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG069,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG070,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG071,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG072,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG073,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG074,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG075,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG076,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG077,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG078,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG079,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG080,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG081,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG082,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG083,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG084,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG085,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG086,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG087,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG088,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG089,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG090,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG091,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG092,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG093,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG094,グリッター・EB,20.5,20.5,23.9,24.7,26.3
TRG095,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG096,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG097,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG098,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG099,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG100,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG101,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG102,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG103,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG104,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG105,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG106,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG107,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG108,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG109,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG110,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG111,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG112,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG113,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG114,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG115,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG116,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG117,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG118,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG119,グリッター・EB,20.5,24.5,23.9,24.7,26.3
TRG120,グリッター・EB,20.5,24.5,23.9,24.7,26.3
UED001,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED002,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED003,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED004,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED005,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED006,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED007,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED008,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED009,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED010,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED011,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED012,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED013,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED014,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED015,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED016,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED017,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED018,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED019,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED020,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED021,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED022,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED023,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED024,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED025,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED026,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED027,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED028,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED029,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED030,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED031,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED032,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED033,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED034,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED035,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED036,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED037,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED038,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED039,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED040,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED041,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED042,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED043,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED044,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED045,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED046,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED047,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED048,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED049,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED050,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED051,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED052,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED053,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED054,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED055,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED056,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED057,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED058,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED059,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED060,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED061,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED062,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED063,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED064,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED065,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED066,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED067,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED068,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED069,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED070,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED071,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED072,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED073,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED074,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED075,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED076,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED077,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED078,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED079,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED080,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED081,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED082,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED083,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED084,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED085,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED086,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED087,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED088,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED089,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED090,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED091,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED092,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED093,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED094,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED095,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED096,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED097,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED098,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED099,グリッター・EB,17.9,20.5,23.9,24.7,26.3
UED100,グリッター・EB,17.9,20.5,23.9,24.7,26.3
